,LDA_Topic_0,LDA_Topic_1,LDA_Topic_2,LDA_Topic_3,LDA_Topic_4,LDA_Topic_5,LDA_Topic_6,LDA_Topic_7,LDA_Topic_8,LDA_Topic_9,LDA_Topic_10,LDA_Topic_11,LDA_Topic_12,LDA_Topic_13,LDA_Topic_14,LDA_Topic_15,LDA_Topic_16,LDA_Topic_17,LDA_Topic_18,LDA_Topic_19,LDA_Topic_20,LDA_Topic_21,LDA_Topic_22,LDA_Topic_23,LDA_Topic_24,LDA_Topic_25,LDA_Topic_26
개개인,5.8815795e-06,3.5206726e-06,1.0394795e-05,6.626375e-05,2.2301281e-05,0.00010996692,6.5981003e-06,4.9417285e-06,0.0011229977,0.00014902807,0.0002434955,0.0011766448,0.00017361401,1.17980835e-05,8.390696e-06,1.1032745e-05,0.0011792489,0.00021321233,7.4241775e-06,1.264872e-05,0.0005744251,0.00017453752,9.803668e-06,2.6195274e-05,0.0005260621,6.9716676e-05,3.8596827e-05
개정,5.431771e-06,3.1992884e-06,9.726212e-06,8.859256e-06,3.2962897e-05,0.001174395,7.663932e-06,5.0521467e-06,0.0011123222,0.0003071945,0.0003288501,1.3474431e-05,2.8347245e-05,8.465735e-06,0.0027110702,0.02045814,0.00018458877,6.7095e-06,6.7134715e-06,1.3629648e-05,0.0009970184,0.00028837944,0.0005829055,1.7809434e-05,0.00045848274,1.3153816e-05,3.8252412e-05
검토,0.00092109264,0.00023254767,1.3635627e-05,0.00010872076,0.001256192,0.0008875174,0.00032759356,0.0010661187,0.0033524213,0.0003116756,3.1429787e-05,0.00023374762,1.8896646e-05,0.0015984296,1.2562222e-05,0.0016768648,0.0005312393,0.00039530528,2.5808273e-05,4.9453265e-05,0.00037307618,0.00066671165,1.2138846e-05,1.9345196e-05,0.00046485162,0.00062833633,4.4732315e-05
경험,0.0009370826,0.0012492453,0.0036543782,0.0029607497,0.0029590547,0.004042891,0.0021930896,0.0024967839,0.00025283123,0.001764015,0.0017001848,0.002416144,0.0013910363,0.001987977,0.0075024143,0.00040767106,0.0025397579,0.0019012478,0.009241308,0.0055755544,0.0023001162,0.0010618846,0.0039134263,0.004051397,0.0044514276,0.00361438,9.549977e-05
계획,0.0010142963,0.0009922573,0.012323421,0.0069925906,0.0025403567,0.0061710505,0.0003896729,0.0064338255,0.0026320217,0.0030903162,0.0010759379,0.00410924,0.0111378245,0.0038750723,0.0068175034,7.548913e-05,0.0029735772,0.0016494711,0.0019291433,0.013026593,0.0035424987,0.0070008277,0.0038485774,0.0056274813,0.0017266165,0.012551815,0.00011738263
고등학생,4.5581387e-06,0.00028508808,6.4654882e-06,7.1879585e-06,1.9443805e-05,0.0013365719,0.00016412442,4.6062487e-06,1.3857454e-05,9.332361e-06,0.0011922598,1.3503275e-05,1.1431211e-05,0.00025740016,8.692703e-06,1.1659702e-05,4.0746974e-05,4.6643945e-06,8.280862e-06,1.1263448e-05,0.00027681718,4.1768308e-06,0.0005641634,0.00027045427,6.835317e-06,4.0284963e-06,4.1213214e-05
공유,0.00023716636,0.00029137573,0.00090553105,0.0021408373,0.0020518226,0.00011874422,0.0011466225,0.000397472,0.00020368368,0.005940757,0.0003043637,0.0003754759,0.00016843516,0.0018975172,0.0010722332,0.0067732516,0.00033563122,0.0009297606,2.2674216e-05,0.0014654462,0.0048818053,0.0026315616,0.003074779,0.001532472,0.002753338,0.0004902243,9.807323e-05
과학,0.00043362207,0.002004647,0.00035550157,0.0029359905,0.00012812854,3.160284e-05,0.0013570897,2.0279303e-05,0.0015367442,0.0021783751,0.003122071,0.0014363733,0.000106420535,0.0003642684,0.0027544447,0.01060872,0.0022701023,0.00056923926,0.0002582551,0.00013081505,0.0022493703,0.0014180604,0.00012716114,0.0013177106,0.00037784502,0.000120699406,0.0034731103
교과,7.3993147e-06,1.3191522e-05,0.00018208646,3.6558955e-05,4.1788015e-05,4.003886e-05,2.3092483e-05,2.3376426e-05,0.0066661458,0.0022090187,0.0010671047,2.1116979e-05,3.89272e-05,5.522462e-05,0.0040956284,0.021287415,0.0029285897,4.967898e-06,1.056951e-05,0.00016387895,0.005598391,1.6345175e-05,0.00781437,8.958013e-05,5.8017544e-05,0.0007891455,0.0010920867
교과서,2.5293928e-05,3.7275542e-05,0.00016462528,0.00021164327,6.514717e-05,0.0001717916,0.00028371465,0.0003372474,0.08507303,0.0006515129,0.0010231315,0.00010213832,0.00016057953,3.8217026e-05,1.1135846e-05,5.2498533e-05,0.009394084,1.3931375e-05,6.4722044e-05,7.8413956e-05,0.00401907,0.002018744,0.008531052,0.00035458952,0.00014225845,0.00041597552,0.0032190315
교사,4.080222e-05,0.00017855388,0.00020777447,0.002958633,6.431846e-05,0.00029858568,0.0004972363,0.00024611974,0.013732376,0.0095859235,0.0011585819,0.00043432933,8.757541e-05,9.650751e-05,2.0291938e-05,0.0046139928,0.016639015,1.2599994e-05,0.00020099402,4.061647e-05,0.027082363,0.00017652738,0.011135538,0.0009841615,0.00063323975,0.00054642867,5.198198e-05
교사들,7.2043285e-06,1.2971232e-05,0.00048839586,0.000127964,1.903307e-05,4.4489305e-05,2.1009444e-05,1.8165667e-05,0.002052323,0.0012034812,4.5065917e-05,1.6911745e-05,1.4735907e-05,9.49688e-06,1.006465e-05,0.0030825268,0.0032082105,7.665228e-05,1.0407698e-05,2.8141088e-05,0.0060969684,6.6059606e-06,0.00045298936,2.1965068e-05,4.955361e-05,2.4128009e-05,4.0641982e-05
교수,0.0075003374,0.0019108355,0.00016201174,0.00041461576,7.686483e-05,0.0005247344,0.0025028542,0.00040082977,0.0002934784,0.004206458,0.0063954713,0.0006036241,0.0003908776,0.00044050763,5.355691e-05,0.008686207,0.0069830776,0.0026499738,0.00031861794,0.00012306395,0.008827596,0.00036261874,0.0029371276,0.00046190753,0.011979771,0.0006704027,0.0024762463
교육감,5.9619583e-06,4.00565e-06,0.00021064936,0.00018173303,2.1652455e-05,1.2258629e-05,1.612569e-05,5.5061537e-06,6.328546e-06,0.00064025435,0.0016018472,1.4675316e-05,2.3911998e-05,0.000116627845,1.1437024e-05,0.0012942014,0.0014455304,3.7067632e-06,1.2104719e-05,1.2405118e-05,0.0015458178,0.0012655702,0.0038544382,1.4915052e-05,0.0017279977,5.8761843e-06,4.285619e-05
교육과정,5.1236243e-06,1.5993493e-05,2.1769803e-05,0.00030229366,2.7044201e-05,0.00309403,8.132345e-06,7.886681e-06,0.0011344085,0.0030926766,0.0003945167,2.2791097e-05,4.4531836e-05,0.005603004,0.0029574991,0.010206679,0.001460405,5.1287852e-06,7.2290145e-06,1.954359e-05,0.002628899,3.1706702e-05,0.00040696398,2.182591e-05,7.996509e-05,2.8021826e-05,4.2478012e-05
구축,0.0006805755,0.00065923587,0.004093257,0.006378994,0.0053501176,0.004185674,5.821245e-05,0.0076505416,0.0026679977,0.0014004302,0.0004314585,0.001036698,0.003020037,0.003189867,0.0054518073,9.6616226e-05,0.0014586217,0.0075346814,0.0009218797,0.006878974,0.0018638746,0.0044128974,0.0015576871,0.0001244659,0.0019054877,0.009428705,6.6882145e-05
국가,0.000564064,0.0024233533,0.002039905,0.0022446006,0.0007396776,0.006016277,0.0005016437,0.0013916675,0.002644992,0.0027548834,0.0036361692,0.0014417385,0.0001358966,0.0069474285,0.0012624116,0.00020382417,0.00033991176,0.0025521033,0.0007547232,0.00015064396,0.00069651264,0.011418533,0.0007092718,0.004332238,0.000645363,0.00405425,0.0036644696
국어,0.0013620141,1.205992e-05,0.0010315294,0.00023399688,3.147463e-05,1.8877183e-05,3.135628e-05,0.00035643025,0.0032195586,0.00055148144,0.010927333,0.00063666125,2.7440674e-05,1.0283444e-05,0.00090431445,0.00530648,0.0037325076,0.00066724984,1.6641521e-05,0.0004238005,0.00226408,9.355387e-05,0.00014941115,8.422882e-05,0.00050125964,0.00025150765,0.0024439762
기획,0.00019991718,1.6412001e-05,2.09331e-05,0.00022474935,4.442104e-05,0.0018239407,0.0011727714,7.3679503e-06,0.0017735291,0.0041958224,0.00027891807,0.00012292415,0.00013496152,0.002004382,1.6734031e-05,1.3261202e-05,0.00042252085,0.0013438085,0.0021739153,0.0045135748,0.00065005687,0.0010240454,0.0007174933,0.000111027846,0.0012373563,0.0012804838,4.6628793e-05
답변,0.0007312264,0.0026071093,0.004290374,0.001446665,0.0151355555,0.00047821444,0.0010210288,0.0072541283,0.0033226656,0.0009534089,0.0012679091,5.0517054e-05,0.00016127978,3.9504343e-05,0.001067261,0.0002138345,0.00028471922,0.00066875905,0.00091499416,0.00012702528,0.006246378,0.00017977059,0.00012524577,0.0020028977,0.00039038394,0.0011214629,4.3191703e-05
대답,0.00017765604,0.0013823127,2.0538537e-05,3.498104e-05,2.1361262e-05,0.00038854592,0.0005912056,0.0002641878,0.0003198316,7.0481096e-06,1.2581568e-05,1.6227912e-05,0.00023657893,5.8193727e-06,9.439597e-06,1.8642164e-05,8.5332385e-06,0.00021448999,0.0009964089,1.2471983e-05,0.0016879492,6.994145e-06,2.1159749e-05,0.0010913863,0.000596906,0.00016126603,4.1103347e-05
도구,0.0021578278,0.00085880666,0.00083610194,0.00501982,0.005769493,0.0006967242,0.00079668744,0.004930057,0.0017794627,0.0030575877,0.0024038788,0.0015016698,0.00019860543,0.00049446634,0.0031626523,0.0035977745,0.0017360433,0.00018816367,9.7078155e-05,0.00035295697,0.005660489,0.00010674736,2.0729323e-05,0.00039420126,0.004604543,0.00024069227,0.00012435888
도움,0.0015357847,0.0005532147,0.0007588367,0.00040830032,0.0019027035,6.7801244e-05,0.002049616,0.00013014115,0.0002631435,0.0008793666,0.0052037174,0.0017055902,0.00052160816,0.00041305658,0.0013933004,0.0030456593,0.0016433107,0.0017625389,0.00065739587,0.0004974575,0.004921105,0.0004634145,0.0006496107,0.00032321014,0.0026110697,0.00040228356,0.0012423798
맞춤,0.00158414,0.00020919,0.0010745781,0.004155952,0.002598651,0.0022746532,0.000170995,0.005918249,0.009272497,0.0035159108,0.003329666,0.0036096042,0.004815534,0.002584149,0.0001352942,4.0640567e-05,0.013128454,0.0013379037,0.0026033763,0.0008883932,0.0040407437,0.0004605812,0.0063676047,0.0017254343,0.0027609703,0.0050996887,5.5297685e-05
모형,3.9074484e-06,6.001876e-06,6.913087e-06,0.00029774953,1.8890902e-05,1.0295491e-05,7.2394246e-06,4.5723314e-06,6.0544994e-06,6.490849e-06,7.653573e-06,1.2281698e-05,1.0106368e-05,5.2602595e-06,7.647383e-06,9.771208e-06,0.0004935457,3.7694813e-06,6.1052015e-06,1.0684726e-05,0.00059908006,3.862302e-06,6.971784e-06,1.0034084e-05,5.6045733e-06,2.4538656e-06,3.8274116e-05
무료,0.00083588855,0.0013909496,9.806176e-06,0.00034978436,0.002171006,8.8404486e-05,0.0007067808,7.8152814e-05,7.217946e-06,0.00014337886,5.3463424e-05,8.159182e-05,2.0264717e-05,0.0011587115,8.579587e-06,1.8346804e-05,0.0012112549,0.00044823633,0.006584788,0.0072926166,0.00026705346,4.338783e-05,5.310918e-05,3.225489e-05,0.00061082555,9.703105e-05,5.1809493e-05
반영,0.00056513783,0.00048332638,0.003836252,0.00024961404,0.0016379117,0.00014648998,0.0005497581,0.00026975328,0.0024025335,0.0017503923,0.0006584647,0.0015276208,7.0827125e-05,0.0031507697,3.721462e-05,5.503688e-05,0.0019927805,0.0002973148,0.00076287636,2.7864005e-05,0.0015201701,0.0011609339,0.0023707699,0.0011626706,0.0011637105,0.0010812153,5.857452e-05
방안,0.0019193854,0.00025426343,0.00042886578,0.0018281657,4.70795e-05,0.0002309984,0.0003379588,0.0003046892,0.0017547184,0.003039764,0.00016260463,0.0018295499,7.716195e-05,0.001770363,0.000110312,0.00015953726,0.0021578467,0.00054634403,1.5288395e-05,0.00040909537,0.0023238673,0.0010416321,0.0038167872,0.00033198754,0.0011174136,0.0011432156,0.0038307207
보안,0.0002951751,0.00072527514,0.0020043557,0.0039448086,2.8645994e-05,2.2516024e-05,7.829035e-06,0.0040404303,0.0037782579,0.0002724616,1.7528422e-05,2.460616e-05,9.5174604e-05,0.00037014054,0.0013585029,1.9642219e-05,6.8838676e-06,0.0013668481,0.00021384495,2.8637007e-05,0.00042344825,0.00012238193,1.5047628e-05,3.1451207e-05,2.6027361e-05,1.4891862e-05,4.707914e-05
사람,0.0058540525,0.014235571,0.0020375878,0.00014726297,0.0027751038,0.0001823696,0.008482292,0.00018496861,0.0009452935,0.004010088,0.0011962357,0.0038109997,0.00084282696,0.00022542021,0.00022540444,0.0014018677,0.0014567492,0.0017090782,0.000116359275,6.321739e-05,0.0053238533,0.0023837637,0.000697833,0.004923569,0.007396586,0.00062453764,0.00045239978
사전,0.0007074528,0.0006236836,1.31729075e-05,8.1357786e-05,5.4520788e-05,0.0005681781,4.353635e-05,0.0005261672,0.0007965419,0.00012763136,0.00077621057,0.00092133397,2.5195877e-05,3.6830977e-05,9.888869e-06,1.1671528e-05,0.0013620289,0.00095280464,0.0004802226,0.006150448,0.0012781358,0.00036824102,0.0001075536,0.0003700025,0.0008654047,3.7660368e-05,4.484323e-05
사회,0.0010651145,0.003976068,5.2164673e-05,0.00031609004,0.0022000084,9.136741e-05,0.0013664284,0.00016931226,0.0035428964,0.005593804,0.008817623,4.5511955e-05,0.00019826443,0.0018008443,0.008521797,0.010685106,0.0025785766,0.001116872,2.995251e-05,0.0002551252,0.0052948785,0.005439724,0.0071732253,0.008519062,0.0067068017,0.00042598974,0.010219829
생각,0.0021167311,0.0145229185,5.8587306e-05,0.00012012964,0.0006399008,0.0009088101,0.012705959,0.00043500072,3.225697e-05,0.0043179677,0.004385978,4.2595195e-05,0.00018062629,0.00077846256,0.00014615161,0.0007834305,0.0009430189,0.0035685177,4.56957e-05,0.000108083776,0.010294697,0.0014119094,0.0004563172,0.006204024,0.012016404,0.0005789292,0.002610164
선도,0.0006474935,0.00030297769,2.3340222e-05,0.000398385,0.0016226212,0.00091876177,0.00044758987,0.0003241563,0.0006505709,4.1339677e-05,0.00024949206,0.0012644121,0.00010720367,0.0009446937,0.0011155439,1.3006244e-05,0.002074247,0.0007511709,0.001302675,9.717762e-05,0.003833056,0.00036919868,0.0016758908,0.0001132386,7.212441e-05,0.00052693713,6.0448343e-05
설계,0.00019743961,0.0006514203,0.003258893,0.0037169904,0.003331789,0.0030902142,0.0008763832,0.0004144886,0.0016650263,0.0040938063,0.000578551,2.0646501e-05,0.0021211747,0.00017145122,1.7842702e-05,0.010328524,0.0011957404,0.0014521051,0.0017764246,0.0011332508,0.0030496023,0.00019999988,4.562575e-05,7.832085e-05,0.0017229147,0.00046294022,5.866898e-05
수준,0.0046725525,0.0050374814,0.00087865035,0.005454633,0.0007891614,0.0002260534,0.0006419378,0.004127898,0.0065989182,0.0036549498,0.0022799354,0.0021436962,0.00069762877,0.0017582099,0.0018000089,0.0018764792,0.004982629,0.0029162623,0.0030460465,0.0026434786,0.0027564638,0.0012004718,0.00030082933,0.0023620145,0.0027279288,0.004584054,0.007195707
수학,4.4666107e-05,0.004066531,0.008985851,0.0024731224,4.345066e-05,0.00014211563,0.00011881716,0.00035493667,0.0057217027,0.00044742803,0.004078841,0.001148168,0.0009453175,0.00010824994,0.00067437143,0.0076210056,0.019276682,0.0004051237,6.699671e-05,0.00020451966,0.00461724,0.00036028834,0.0069325375,0.00033260093,0.00082180905,0.00039347215,0.0010701232
신뢰,0.00058095896,0.0009463165,2.107423e-05,0.0020731217,0.003187683,1.6225866e-05,6.832278e-06,0.00078526913,0.0001083557,0.00013706143,1.9412964e-05,1.5726948e-05,1.7746095e-05,0.00012330654,1.5187863e-05,0.000259268,2.3640152e-05,0.00010395295,0.0001254843,0.00014681899,0.00027443116,0.002032188,1.3128542e-05,0.00013108198,0.0007845238,8.8430636e-05,3.946599e-05
심사,0.0004474598,0.00021575141,7.696206e-06,1.4777674e-05,1.9502548e-05,1.3291829e-05,0.00012289987,9.878223e-06,0.0024749364,0.00016605512,0.00065730355,1.2278643e-05,1.4930805e-05,0.001175408,8.119346e-06,1.0373299e-05,0.00025469897,1.38790265e-05,1.2086349e-05,1.0892212e-05,0.00057670474,7.2286552e-06,1.0998906e-05,0.00026597732,7.803019e-06,6.6712215e-05,5.3647407e-05
아이,0.00012729348,0.00054741465,0.000108149594,0.00038301764,0.00018567567,0.0013289726,0.0005139744,1.06523285e-05,0.0006716126,1.00050665e-05,0.0009483966,1.8752633e-05,0.00011936706,1.6777662e-05,4.0383067e-05,9.1737005e-05,0.0013797679,9.242026e-06,0.005793905,3.0565174e-05,0.0056205834,0.00017318525,0.00047414287,0.0018000575,4.6355788e-05,0.0019031671,4.6219313e-05
안전,0.00064727274,0.0007922839,1.1330855e-05,0.00030117683,2.7527005e-05,7.623797e-05,0.0029792925,8.118876e-06,0.0043153306,0.00030258196,0.000114947215,2.0163794e-05,6.651687e-05,0.0005017666,0.0007203735,0.005486612,0.00015926748,0.0021477903,1.1667079e-05,0.0021403793,0.00032824726,0.002652267,1.5532252e-05,0.0007724972,0.0001273646,0.00035782944,0.0020525272
업데이트,0.0006271734,0.00013012275,0.0021824942,0.0004654658,0.0032855931,0.0033264598,7.4943787e-06,0.00024311422,0.00014716445,9.441267e-06,0.00013971626,1.4318846e-05,2.0657566e-05,8.304318e-06,0.0010042941,1.968218e-05,0.00011065041,0.00033748426,0.004172427,1.4113026e-05,0.00016949522,0.00010603966,1.9518238e-05,2.3642635e-05,9.833343e-06,0.00022750426,4.0615592e-05
운영,0.002093278,0.0014008875,0.00055048283,0.0015671267,0.0039981464,0.008445652,0.0042285495,0.0018248674,0.00048968673,0.009856745,0.0013611262,0.011012361,0.004864024,0.0058397576,0.0016663434,0.0037337358,0.010169316,0.006490787,0.0013085126,0.009303264,0.0077023073,0.0031734542,0.0062715164,0.0012248242,0.002278955,0.003071544,7.751715e-05
융합,0.00020994098,0.00047690692,4.6242018e-05,0.00028010723,8.886673e-05,0.0020154184,0.0026392858,0.00039073726,9.478322e-05,0.005763449,0.00018507642,2.0019917e-05,0.0024340805,0.007954462,0.0015916526,1.4246632e-05,0.00094023807,0.0008523194,1.3753901e-05,6.487863e-05,0.0009741606,0.00038491082,0.019399775,0.00041339023,0.00039347366,0.0013007211,4.6017063e-05
의견,1.7399821e-05,0.0009448915,0.0019230917,0.0013528808,0.0016902175,4.6605437e-05,0.000687501,9.3077266e-05,0.0030665535,0.0007401132,0.0012349064,0.00019551782,2.2924163e-05,0.0005977428,0.0005037065,1.222606e-05,0.00095279864,2.1309952e-05,1.1693566e-05,0.0003291088,0.0008486693,0.0004074093,0.00049537315,0.00018242466,0.00047679132,0.00028315716,4.704169e-05
이용,0.008051016,0.0019473605,0.002218456,0.00012608011,0.0021555307,0.0009673364,0.0034687547,0.004258538,0.0028188755,0.0019586696,0.0036978994,0.0048588603,0.00080622674,0.00023895079,0.0035286946,0.0017947301,0.0030541539,0.0022586111,0.0024796822,0.0005999733,0.0019374326,0.0011467516,0.001461096,0.0012569213,0.0025201736,0.0034776027,8.485519e-05
자문,7.779907e-05,0.00061688875,1.0713401e-05,1.2436736e-05,2.049183e-05,1.3782857e-05,0.00068042526,1.3302091e-05,6.9972593e-06,7.518381e-06,8.236249e-06,1.4884051e-05,1.1959411e-05,8.718131e-06,8.704274e-06,1.001884e-05,7.4461877e-06,0.0002992066,6.4976894e-06,1.2508699e-05,0.00063617015,8.196329e-05,8.507254e-06,1.3011755e-05,8.513388e-06,0.00046447464,4.0591745e-05
자유,0.0016443495,0.00012981956,0.00017445834,4.2630607e-05,8.0201164e-05,2.1538877e-05,0.00029227522,7.153018e-05,8.896904e-05,0.00039497076,0.00043187637,0.00011813652,0.002983522,2.1658389e-05,0.0008786294,1.3947902e-05,3.158148e-05,9.471658e-06,0.01120384,1.790799e-05,0.0008335869,0.00044818636,0.0013882727,0.0013743326,3.7068894e-05,0.0015062573,4.2556538e-05
적극,0.00014752723,0.00038123596,3.0255676e-05,9.997725e-05,2.459869e-05,0.00054267916,0.0006545756,0.0005714947,0.00087620504,0.0019359308,2.378214e-05,2.0363193e-05,0.00027696684,0.00056673714,0.0002694114,0.0018121037,0.0015993533,0.0014934248,8.543369e-06,0.00036726228,0.00017668308,0.0019136892,0.00078774785,2.3158815e-05,0.00044666478,0.0008511826,4.7960853e-05
적용,0.0024035056,0.0025327823,0.011447793,0.008053218,0.004434655,0.008700174,0.00068905257,0.00531296,0.006688387,0.0027577006,0.001590604,0.005255148,0.013768303,0.003483764,0.009564107,0.0035782673,0.0037653008,0.0023161548,0.012747689,0.00046619278,0.0041477163,0.0020023442,0.0039523817,0.0023747801,0.001942422,0.008902425,7.382864e-05
전국,8.880893e-06,1.6850056e-05,1.7996861e-05,0.001118236,6.853962e-05,4.6053116e-05,3.402481e-05,5.595891e-05,0.0009933896,0.0011269646,0.00022521097,0.00067026104,6.631585e-05,0.00039461197,0.0015464766,0.008165333,0.0038257618,4.2133168e-05,2.7603779e-05,0.00011854723,0.0019965756,0.0003015621,0.011581746,2.4218387e-05,0.00020162635,3.6614278e-05,0.00016595404
전문가,0.00083299715,0.0039152894,0.0031017473,0.0027299456,0.002332971,0.0005657767,0.004090636,0.0009916886,0.0009601065,0.0018117593,0.0016516556,0.0057092463,0.00043978082,0.0057712477,8.441983e-05,0.001908334,0.000550767,0.0014179937,0.002391076,8.501748e-05,0.002044877,0.00039347756,0.0032150464,0.00015937744,0.002235683,0.000943189,5.3151954e-05
전용,0.0018892322,7.9825135e-05,1.6292157e-05,1.4534174e-05,4.3318905e-05,0.00084725313,8.193902e-06,0.0025783724,8.826163e-06,0.0010940981,1.8826267e-05,0.00060203805,0.0039257417,4.9077826e-05,9.718547e-06,1.1748683e-05,2.8421322e-05,0.0008664221,0.0012566898,0.012485446,6.0191902e-05,1.0837387e-05,6.24285e-05,1.9787243e-05,0.00036833333,0.0015690888,4.165189e-05
접근성,3.0500481e-05,0.0002976736,1.8024317e-05,1.2340685e-05,2.2832392e-05,1.6772989e-05,8.997843e-06,0.00021757768,0.0012036484,0.0006262635,2.537289e-05,0.0023552242,0.00019961296,5.9718027e-06,9.481698e-06,0.0012689027,0.00019030887,4.701001e-06,0.0011284353,7.631396e-05,0.00020245161,0.0005731043,1.297723e-05,1.4854665e-05,0.0008541927,5.5859517e-05,4.1919775e-05
정보,0.0057410477,0.007050581,0.0053064,0.003187439,0.015973916,0.0015008362,0.0019428675,0.008347942,0.018008037,0.0047202674,0.0026839317,0.0004773866,0.00069371954,0.00036644534,0.006063236,0.015029628,0.0012616449,0.0038801704,0.0020002981,0.0005413101,0.0051708966,0.002132741,0.0059547443,0.004164533,0.00593963,0.0024714393,0.0038202568
정보원,3.999821e-06,2.624991e-06,6.3797256e-06,6.803811e-06,1.851596e-05,1.0218582e-05,0.0003090459,4.5492775e-06,6.0148295e-06,7.1669124e-06,7.4084355e-06,0.00017461438,9.30315e-06,5.185546e-06,7.678477e-06,9.149992e-06,3.9163922e-05,3.6229367e-06,6.370662e-06,1.1015195e-05,0.00059333385,3.846241e-06,8.513493e-06,9.822686e-06,0.00013025582,2.250793e-06,3.9449686e-05
정식,6.2239437e-06,5.866432e-06,0.0030174623,1.5549642e-05,2.0862792e-05,0.00013904774,0.00060796784,3.1854193e-05,0.0005834813,2.979864e-05,8.800831e-06,1.34782995e-05,3.686419e-05,5.5414735e-06,9.930213e-06,1.1702977e-05,0.0003562234,0.0004737134,0.0036770164,2.6081456e-05,0.000115737595,0.0009230414,2.5898598e-05,0.0003556843,7.6866265e-05,0.00071056234,4.0796152e-05
지도안,3.8560433e-06,2.5239983e-06,2.6390371e-05,9.1335105e-06,1.8286366e-05,1.8295965e-05,5.6363697e-06,4.734392e-06,0.0003233404,8.211356e-06,7.291467e-06,1.0759902e-05,8.990896e-06,4.9800565e-06,7.673169e-06,0.007046261,4.0734158e-06,3.7150642e-06,5.933703e-06,1.0540962e-05,0.00017950358,5.907408e-06,6.8969534e-06,1.545107e-05,5.911288e-06,2.243821e-06,3.786404e-05
지속적,0.0013429645,0.00010755291,0.00024236742,8.286478e-05,0.0018734641,1.7274118e-05,0.0008228553,0.00089780724,8.811986e-06,0.0005610108,1.727904e-05,0.0011942704,7.004604e-05,0.0025365783,0.003244771,1.3054674e-05,0.0007717387,0.0010353999,0.0026525934,0.0001659416,0.0008377059,8.745291e-06,0.0013188455,0.001210323,0.0012763148,0.0010366428,4.2419073e-05
질문,0.0016801257,0.004296919,0.0071805785,0.000728289,0.0013752725,0.0009914997,0.0004200757,0.0012758258,0.0010178715,0.0008232269,0.002735911,0.0004217915,0.00010629278,5.5090848e-05,0.0011861415,6.82573e-05,0.00040140608,0.0008092773,0.00048459307,0.00011189663,0.034380943,0.00019166911,0.0025645178,0.0015409266,0.0049559786,0.0009561693,6.503047e-05
참여,0.00017365003,0.00070303207,0.0002509001,0.002804322,0.0035722419,0.0027696134,0.005569818,0.0007318916,0.0027964422,0.006472352,0.00010277303,0.003241594,0.008689578,0.005205915,0.00033846984,0.009488731,0.0034549634,0.0014112113,0.0034834743,9.5397045e-05,0.0073142974,0.0013195392,0.007147733,0.00015465789,0.003535968,0.0011952408,0.0010932789
초등학생,9.6761705e-06,0.00045520646,8.897225e-06,1.049753e-05,1.9071887e-05,1.6390119e-05,2.5546678e-05,3.5261382e-05,6.4821893e-06,2.1213062e-05,9.656033e-06,2.994395e-05,0.00040321908,5.928457e-06,8.253531e-06,2.5614949e-05,0.00062724546,4.341733e-06,0.0014110614,1.1431307e-05,0.0008807905,4.8518173e-06,0.0009890868,1.4064557e-05,5.7535977e-05,0.00031706507,3.895777e-05
학교,2.1878777e-05,0.0012636698,5.0150007e-05,0.001375577,2.6795271e-05,0.0025697725,0.0006606921,0.00013117168,0.0025106808,0.008385396,0.0031431701,0.00015142937,0.0043241763,0.0007548648,0.00069299695,1.8363442e-05,0.015587211,0.00037768905,4.682161e-05,0.0013538471,0.020366574,0.00070051005,0.009273139,0.00046992162,0.0017506897,0.00030275603,9.844894e-05
학생들,0.00015698235,0.0014043647,0.00024864686,0.0024807262,0.0006565158,0.0016199844,0.0017432802,0.00022179494,0.0088076,0.004538383,0.0035493409,0.00027403224,0.012770433,0.0033740785,5.756785e-05,0.0030941556,0.01797617,3.0257832e-05,0.0032465202,0.00013044577,0.02260019,0.00017166366,0.0034936245,0.00057850033,0.005257985,0.0003786475,0.00012171176
혁신,0.004856434,0.00095448596,0.0051696235,0.0017892651,0.0057841516,5.3528656e-05,0.00061242614,0.00448838,0.0008463269,0.0008962219,0.0005812129,0.0066972338,0.006204075,0.004098321,0.0005353788,0.0020053617,0.0041278154,0.0019619202,0.0007477481,5.2152154e-05,0.005125027,0.02284841,0.00039014235,0.0037341458,0.002816334,0.0021547487,0.0012452492
현장,0.0022434997,0.00024403771,0.0056679314,0.005245841,0.001773414,0.00034036857,0.002324368,0.00030293327,0.0070862547,0.0040260623,0.0019608997,0.0007135766,7.762339e-05,0.005206923,0.0025911722,0.0042023435,0.0068873656,0.001256243,0.0020507423,0.00056087825,0.0064247577,0.0006573217,0.0078001376,9.552585e-05,0.0012235427,0.00043605722,0.0011841486
현직,3.7701482e-06,4.1903375e-05,7.882785e-06,6.522479e-06,1.9674053e-05,1.13824335e-05,5.6854446e-06,5.3520134e-06,6.1223473e-06,1.560262e-05,8.407467e-06,1.0936778e-05,9.33876e-06,5.13513e-06,7.676903e-06,9.093184e-06,0.0011704654,3.6124534e-06,6.033612e-06,1.0715819e-05,8.861035e-05,3.9018532e-06,7.1021323e-06,9.586269e-06,2.5999896e-05,2.1793217e-06,3.787525e-05
