,LDA_Topic_0,LDA_Topic_1,LDA_Topic_2,LDA_Topic_3,LDA_Topic_4,LDA_Topic_5,LDA_Topic_6,LDA_Topic_7,LDA_Topic_8,LDA_Topic_9,LDA_Topic_10,LDA_Topic_11,LDA_Topic_12,LDA_Topic_13,LDA_Topic_14,LDA_Topic_15,LDA_Topic_16,LDA_Topic_17,LDA_Topic_18,LDA_Topic_19,LDA_Topic_20,LDA_Topic_21,LDA_Topic_22,LDA_Topic_23,LDA_Topic_24,LDA_Topic_25,LDA_Topic_26
사내,0.0038440032,6.7634566e-05,0.0035973731,0.0006590434,2.811353e-05,1.34704105e-05,6.782906e-06,0.00090123166,6.6325715e-06,0.00010646128,9.153255e-06,0.00031141553,1.4625067e-05,6.55077e-06,8.310917e-06,1.3835471e-05,0.00010177177,0.00013893044,0.00095084705,1.3034721e-05,5.5434916e-06,5.4004554e-06,2.0071191e-05,2.1962383e-05,0.0001444101,0.00012204802,3.8316255e-05
상담,0.0011069996,0.00021097355,2.7475135e-05,6.258059e-05,4.417684e-05,0.0008818702,0.0007571941,0.0039511938,0.00020227408,0.00023676532,3.1511805e-05,0.0005077315,0.004770451,0.0015049011,3.7059926e-05,0.00014513108,0.00068117643,9.655624e-05,0.00047726187,9.8020966e-05,0.00032955053,0.0010149953,1.9093432e-05,0.0004611152,4.4403747e-05,0.00037237647,3.9844355e-05
상대적,7.221847e-05,0.00021193734,9.578376e-06,0.0001401945,2.6083133e-05,1.137073e-05,7.1335703e-06,0.0005222155,8.286476e-06,0.0004632589,8.427105e-06,1.3686628e-05,1.6480642e-05,2.638153e-05,0.00011228412,1.141218e-05,4.2438774e-06,0.00015856378,0.00024309335,1.2264217e-05,3.8996877e-06,2.9499895e-05,0.00052153424,1.4297678e-05,0.0006228171,0.00017701574,0.0044613713
성능,0.001209164,0.0011422768,0.037936192,0.013597278,0.0006140725,8.409429e-05,1.5818738e-05,0.0054219193,2.4973862e-05,3.8812315e-05,3.763086e-05,0.00026405728,6.884615e-05,5.787926e-05,0.00018227709,4.379753e-05,1.0382424e-05,0.0022449298,0.00014916042,0.012608947,0.00012239476,3.5691566e-05,0.00011684737,0.0010423207,2.046701e-05,8.3752355e-05,5.2476626e-05
센터,0.0007949345,0.00019284741,4.3042735e-05,0.0051525254,0.00040942593,0.0027720954,0.0024095296,0.0025349888,1.3273309e-05,0.00047368844,2.1815522e-05,4.8533235e-05,0.00015401845,0.0017215273,0.0015583832,0.00015910256,7.053538e-05,0.0026167687,0.0002366049,0.0019972834,0.001620985,0.0010838875,0.0017271134,0.000998423,0.0004820852,0.0012746283,5.549412e-05
소형,5.432586e-06,6.0355327e-05,6.4778133e-06,0.00055076845,2.7785323e-05,2.5015715e-05,5.7171096e-06,4.756464e-06,6.1597834e-06,6.3641605e-06,8.198936e-06,1.42138e-05,1.3739426e-05,0.00016533151,7.755678e-06,9.838957e-06,3.63437e-06,0.00036656746,8.101893e-06,0.007124958,3.648154e-06,8.734347e-06,0.00018345441,1.644625e-05,4.787388e-06,4.703316e-05,3.8520913e-05
시각,0.00024564783,0.0005470143,7.6029974e-06,9.615177e-05,0.0048792423,1.393306e-05,0.00012184331,5.376169e-06,6.456963e-06,5.59216e-05,0.00074649375,0.0005793928,0.0004889752,5.4304064e-06,8.758678e-06,1.4551749e-05,0.00030465107,0.00067914516,1.2177181e-05,1.2777591e-05,0.00023930281,0.00038424876,9.943954e-06,0.00086675363,0.00045111869,4.532181e-05,4.2869484e-05
신뢰성,0.00020689257,0.00025118687,0.0026187936,0.00072915887,2.3163275e-05,0.00017735637,7.391414e-06,0.0007980972,0.0016341261,7.81532e-05,8.500574e-06,1.7762477e-05,1.7673832e-05,1.4969696e-05,9.269149e-06,2.1454684e-05,4.165583e-06,0.00069703424,8.115589e-06,2.7264308e-05,2.9408797e-05,0.00080330466,1.1452433e-05,2.6314594e-05,6.1095507e-06,5.0112885e-06,3.923234e-05
신청,1.4131024e-05,5.9276106e-05,1.1369689e-05,5.9533573e-05,3.0467114e-05,1.522717e-05,0.00046990413,1.8783987e-05,8.245708e-06,3.121537e-05,1.0415334e-05,0.0036990605,1.2059334e-05,0.00043601447,8.029247e-06,1.7004155e-05,0.0019887483,0.00042891043,0.0011270981,1.4519628e-05,0.00021154255,0.00061049353,0.003033147,1.4265009e-05,0.00013844632,0.00014350492,4.780333e-05
아동,5.80371e-06,3.0848007e-06,5.5644716e-05,0.00010983601,2.7007374e-05,1.223831e-05,8.068831e-06,5.235601e-06,6.901918e-06,7.526335e-06,8.461535e-06,1.8588396e-05,1.96083e-05,0.0007884604,0.0042423396,0.000840362,7.7984914e-05,3.752914e-05,0.0022920275,7.444421e-05,0.0008008098,2.8408653e-05,4.6074656e-05,0.00013257629,1.0844742e-05,0.0018132398,3.874612e-05
안전성,4.5527663e-06,3.2466132e-06,0.0015354749,6.5890417e-06,2.010775e-05,1.1684865e-05,6.278537e-06,5.1067623e-06,6.238257e-06,6.508314e-06,7.796111e-06,1.2269133e-05,2.9796627e-05,7.763602e-06,0.0010563072,4.013782e-05,3.7221237e-06,0.0007507032,7.331418e-06,1.097156e-05,4.5263696e-06,0.00037902614,8.411981e-06,1.2841881e-05,4.9948258e-06,6.0154025e-06,3.8297556e-05
알고리즘,0.0005124097,0.0015728241,1.0828635e-05,0.00026910868,0.0015852663,0.0014066509,0.00017053477,0.00016631189,0.0010712189,4.3724012e-05,7.849916e-05,0.0007470321,1.7445323e-05,9.077183e-05,8.579708e-05,0.0026099635,1.3052647e-05,0.00062382733,1.1257498e-05,0.0052838647,5.09106e-06,2.4279798e-05,2.6644946e-05,0.00070337916,3.1405256e-05,0.001009828,4.111792e-05
업체,0.0017991993,0.0014975709,4.0665356e-05,0.0004800455,4.739382e-05,3.667645e-05,0.0008105115,0.0005388139,0.0016642495,0.0002082359,0.0005797179,1.3245069e-05,4.60693e-05,8.316497e-05,1.253173e-05,6.9430345e-05,0.0005573492,0.00068971957,4.8958405e-05,7.833783e-05,0.00012531463,0.00061327306,0.0009580339,0.00081624644,0.00019090374,0.0047927676,0.001190383
열풍,0.00062082463,0.0010486803,9.968097e-06,2.1178148e-05,0.0013947531,2.2131819e-05,0.000472663,0.0017676838,7.624172e-06,7.2772696e-06,0.00017999984,0.0008120697,4.270447e-05,7.572151e-06,9.34778e-06,1.0609275e-05,0.0001521182,0.00013422758,1.0125588e-05,1.4182322e-05,0.00015859917,0.0006448947,0.00070504006,0.00036554385,6.9125344e-06,0.0004600703,4.4382763e-05
월드,0.00015797948,0.00018925391,0.0002471482,6.625003e-06,2.6056554e-05,1.0912552e-05,6.6708676e-06,4.921655e-06,6.483935e-06,6.6592047e-06,7.517911e-06,1.1049729e-05,3.2977816e-05,0.0002885561,8.992343e-06,9.527372e-06,3.83246e-06,3.6932477e-06,6.312533e-06,1.1456223e-05,3.2705898e-06,4.0620926e-06,7.753027e-06,2.4165221e-05,4.92017e-06,0.00016549155,0.0010540051
이미지,0.0069902893,0.002020276,0.005383916,0.0013455973,0.008270489,0.0007983005,0.0013827059,0.011718815,0.00010880269,0.00040454135,0.00036823083,0.004328924,8.23476e-05,3.8002043e-05,1.4799437e-05,0.0069055,0.0007351813,0.0013830304,0.009981906,0.0064454456,0.00045964197,0.00031301592,0.0010461222,0.00017818139,0.0010671439,0.0005848376,6.944599e-05
이해,0.0019669747,0.005731898,0.0065621273,0.004871452,0.0020799872,0.0017113476,0.0009187597,0.0040292717,0.0021649334,0.0033655758,0.006066792,0.0017889086,0.0037375113,0.0025712023,0.001114438,0.0011366865,0.0017493274,0.0012433337,0.0002198564,0.0011577223,0.004561987,0.00060278317,0.0048977924,0.003066379,0.006545174,0.00093075936,0.00012747898
인간,0.00793895,0.012415536,4.1190306e-05,0.00021761622,0.0007164983,0.0023602392,0.0018133608,0.00018606079,4.320949e-05,0.0015713183,0.0023871276,0.00081041537,0.00014705257,1.6537313e-05,0.001080195,0.00030701043,4.7327685e-05,0.00016859575,0.0020083936,0.0009747434,0.001678805,0.00045347045,0.000104116974,0.007302189,0.0022435777,0.00050115393,0.0001734769
일반인,4.0045948e-06,3.2790128e-06,8.215064e-06,6.7345013e-06,0.0007735629,1.1754524e-05,5.7952916e-06,0.00015504459,6.1893115e-06,0.00021058557,1.5998787e-05,1.15454795e-05,9.409259e-06,5.2142486e-06,7.851992e-06,0.000855746,0.00011994922,6.309434e-06,6.2328922e-06,1.1997009e-05,3.2230628e-06,6.0967668e-05,8.609548e-06,0.00031383793,0.0002887871,6.4006046e-05,3.899287e-05
저비용,3.91264e-06,2.7035576e-06,6.3049724e-06,7.049097e-06,0.0055696983,1.1184033e-05,6.549692e-06,4.6287246e-06,5.9704e-06,6.797594e-06,8.1285225e-06,1.169578e-05,9.925966e-06,6.0092984e-06,4.5720906e-05,9.712826e-06,9.260498e-06,2.0161446e-05,1.022149e-05,1.1227418e-05,3.1456289e-06,4.2301667e-06,6.9562316e-06,0.00056882,4.7710855e-06,4.860586e-06,3.822442e-05
전달,0.001276213,0.00047430326,2.3242805e-05,0.000648791,0.0015087452,7.074702e-05,0.0003194577,0.00048812586,0.0014183366,0.0016364933,2.1404836e-05,0.0005558985,3.3674518e-05,8.02076e-06,1.3257585e-05,1.3053189e-05,0.0006154293,0.0006764018,4.1388426e-05,1.5868469e-05,0.0011300934,2.0104875e-05,3.865532e-05,0.00042265502,0.0023831606,0.00028926018,4.261583e-05
전쟁,0.0022700184,0.0005914825,7.1282575e-06,1.47404635e-05,0.00030183748,3.2889428e-05,4.60401e-05,0.00030093399,1.9180196e-05,2.0879925e-05,1.5844815e-05,8.788117e-05,2.2917828e-05,8.03058e-06,1.1772395e-05,1.08681525e-05,4.003405e-06,0.004130542,1.0707973e-05,0.000590411,1.0101619e-05,0.00045414674,2.0538408e-05,0.0041643023,0.00017795964,8.708891e-06,8.5222e-05
전파,4.080098e-06,0.00015312916,6.3527878e-06,6.551172e-06,2.2885193e-05,1.0986096e-05,0.00017770882,4.6270397e-06,6.1324436e-06,7.1027007e-06,0.00021537794,1.1012964e-05,0.0004719795,5.0764256e-06,7.721947e-06,1.4702433e-05,3.7916923e-06,0.00034664696,7.846223e-06,1.0785736e-05,0.00017567462,4.159724e-06,7.5237367e-06,9.942964e-06,5.385306e-06,2.7987019e-06,3.809318e-05
정답,7.4980157e-06,0.00075133384,8.026332e-06,0.0001099768,0.0033555524,1.5275495e-05,1.2101702e-05,0.00014596315,4.075579e-05,3.4457476e-05,0.00069588097,1.5284424e-05,1.5888461e-05,6.216257e-06,0.0017623935,1.3654004e-05,4.5460944e-05,1.46279845e-05,8.53683e-06,1.18889875e-05,0.00095074065,5.925982e-06,1.0831716e-05,0.0036076177,0.00016945547,8.741858e-05,9.849525e-05
종합적,4.249088e-06,5.484272e-06,0.0024409909,0.0014955519,0.0006896069,1.7658762e-05,0.00036258486,5.7955776e-06,6.317474e-06,0.0006718045,7.781219e-06,1.7014267e-05,2.041049e-05,0.00012139371,0.00031709095,1.3154411e-05,3.9861065e-06,3.499994e-05,0.00045589227,0.0005727915,0.0001899048,0.0005523749,9.818893e-06,0.0006159213,5.8581722e-06,1.0381327e-05,3.926462e-05
중간,4.8857437e-06,8.2637875e-05,7.833773e-06,9.997266e-06,3.5010213e-05,1.6501508e-05,0.0005773084,0.00058076915,0.00013070235,7.849448e-05,0.00084691885,0.00030057435,1.1632611e-05,5.559052e-06,8.42907e-06,1.1321491e-05,0.00019614909,5.7403367e-06,6.339212e-06,0.00021576925,0.0005355555,0.00027799734,8.448744e-06,0.00073858397,1.3853333e-05,2.692803e-06,4.0965624e-05
직원,0.0015464729,0.0001577644,1.4219563e-05,0.0017846432,0.0001210344,6.1292536e-05,0.0011552124,0.00038924592,1.249072e-05,0.0008994181,0.000901578,0.00036714217,0.00013657824,1.2979298e-05,2.448235e-05,1.8792509e-05,6.073852e-05,0.000389944,6.9564744e-06,0.00036436747,4.6743964e-05,0.004621364,2.057964e-05,0.00015774698,0.001220449,0.00027769408,5.0651306e-05
착수,0.00014478089,8.6635475e-05,6.266348e-06,0.00010221066,4.9790397e-05,0.00036948512,6.119752e-06,5.1864936e-06,6.7621663e-06,2.3162986e-05,8.11206e-06,1.091819e-05,0.0002681105,5.529228e-06,7.954522e-06,9.827712e-06,3.7940904e-06,2.2446287e-05,6.702352e-06,0.00042824552,0.00012346807,4.152428e-06,8.12001e-06,1.0649318e-05,0.00025557473,0.0006284766,3.8935275e-05
창의,1.3459789e-05,0.00016219965,4.5248034e-05,7.8042045e-05,2.6475365e-05,0.0030224938,0.00053637655,0.0004427228,0.00024298167,0.0010177821,0.0014932741,1.2723889e-05,1.32965515e-05,7.6646014e-05,1.8866898e-05,0.0017642984,0.0005016998,6.5167187e-06,8.692004e-06,2.7769525e-05,0.0020754514,0.00023522512,0.0034599374,9.517008e-05,2.2556833e-05,9.769714e-06,4.0212923e-05
창작자,7.7156465e-06,5.032273e-06,7.480865e-06,3.921333e-05,3.734144e-05,1.7331506e-05,0.001857948,1.50126725e-05,6.940944e-06,1.06040425e-05,8.449385e-06,5.8071855e-05,9.967571e-06,7.78538e-06,0.007592375,1.2929958e-05,4.2361285e-06,0.00016366057,7.769372e-06,1.1253306e-05,4.4073568e-06,8.667972e-06,1.01572205e-05,0.00022642502,0.00017594462,1.7539185e-05,3.8804552e-05
챌린지,4.229635e-06,2.6017524e-06,8.225665e-05,6.8602494e-06,0.0016335864,1.0257444e-05,5.8657074e-06,3.988617e-05,6.150253e-06,8.431703e-06,7.724765e-06,1.0877535e-05,1.0295456e-05,0.00015202144,0.00035332405,9.203556e-06,7.060562e-06,8.399127e-05,0.00028858843,1.0724514e-05,3.642377e-06,3.910091e-06,6.8969534e-06,1.0376019e-05,4.6572018e-06,0.00019936216,3.791853e-05
처리,0.002058094,0.0024264748,0.0056605535,0.0032294954,0.0010649199,3.103794e-05,0.00014716265,0.0020419082,2.9282142e-05,0.0002981341,0.0006794689,0.0020372681,3.1271706e-05,0.0012706982,0.000111731475,5.106298e-05,8.017196e-05,0.0027832792,2.8460581e-05,5.2233256e-05,1.440191e-05,0.00063803926,3.6573885e-05,4.8161703e-05,0.00043798512,0.00016993398,4.5939036e-05
청소년,5.1786383e-06,1.4082058e-05,9.68945e-06,7.800429e-06,0.0005784864,0.0013424093,1.5701697e-05,8.943253e-06,0.0020969326,8.557132e-06,0.00030938772,1.4746171e-05,1.3484832e-05,0.00013246223,8.999108e-06,1.7314573e-05,3.510208e-05,8.727918e-06,1.9356045e-05,0.00025094303,0.00078488514,4.2801268e-05,0.006812535,1.6662305e-05,2.3932393e-05,8.209101e-06,6.0528306e-05
출격,3.8488175e-05,4.1449384e-06,1.7149945e-05,8.076066e-06,2.2209731e-05,1.1129359e-05,5.715924e-06,0.0011115179,6.2702957e-06,6.4235096e-06,7.4732143e-06,1.0855086e-05,9.588867e-06,5.067248e-06,7.686456e-06,9.514062e-06,3.8078986e-06,3.870826e-06,1.0241943e-05,0.00029852553,3.2757514e-06,4.152604e-06,7.0399283e-06,0.00028451002,6.0009e-06,1.9998783e-05,3.8103008e-05
코딩,4.702332e-05,0.0025708447,0.011246812,0.0017697058,5.719582e-05,0.011718792,0.0021840036,0.0022479265,6.787184e-05,0.000111931455,0.00021043177,0.00031358842,3.313169e-05,0.0009895269,2.3641735e-05,4.625201e-05,0.0011124528,0.0004511295,0.00013145017,4.7243742e-05,0.0008778759,9.869495e-05,0.0025261485,0.00013914052,0.0012628752,0.00035132346,4.689777e-05
크기,1.00495445e-05,0.00048670554,0.010395998,8.702948e-06,2.4917881e-05,3.234961e-05,6.7282317e-06,0.0003586578,9.326633e-06,7.641427e-06,8.663253e-06,2.6233762e-05,2.8994697e-05,6.711076e-05,1.3679045e-05,1.4790585e-05,5.830712e-05,0.00019698277,0.00020743096,0.006434097,4.4516332e-06,0.00038555806,2.8081617e-05,5.098567e-05,7.404841e-06,3.9963106e-05,3.952716e-05
통신,0.00017210814,0.00043116216,9.328486e-06,0.00012349868,0.0018929673,1.929723e-05,0.00039964291,0.0026024184,0.0005685181,0.0001902709,9.655452e-06,1.4950573e-05,3.0030813e-05,0.00024676818,1.2392662e-05,1.4082432e-05,4.229928e-06,0.0006885539,8.361529e-06,1.2855964e-05,0.00018875061,1.0867101e-05,3.2952492e-05,9.819907e-05,1.5200095e-05,0.0011385216,4.2615902e-05
통신사,0.00012771942,2.7242493e-06,7.160081e-06,6.5032427e-06,2.1722357e-05,1.24956405e-05,5.675157e-06,0.0018158504,6.037651e-06,1.1820283e-05,7.976184e-06,0.0005694633,8.473373e-05,6.7773576e-06,7.85083e-06,9.553656e-06,3.8074143e-06,0.00015152043,2.2371563e-05,1.36654535e-05,3.9632196e-06,5.0032145e-06,7.4811255e-06,1.0156468e-05,5.783669e-06,0.00016844952,3.829296e-05
파괴,3.9814745e-06,0.0003500636,6.599398e-06,6.962346e-06,0.0005670031,1.1990668e-05,7.464977e-06,9.636156e-05,6.597102e-06,6.1303977e-06,7.8038465e-06,1.1671995e-05,2.0945525e-05,9.070751e-06,7.7138775e-06,9.455232e-06,3.674897e-06,0.0002052937,6.4731553e-06,1.1074189e-05,4.9963132e-06,0.00021934972,7.9260635e-06,0.00044876817,0.00012402072,2.403322e-06,0.0010551697
파라미터,0.00015684607,0.0013171326,8.6816464e-05,6.9024427e-06,2.9523231e-05,1.30294975e-05,6.468717e-06,0.003534033,6.736599e-06,7.1806476e-06,8.032786e-06,7.7065335e-05,1.40279935e-05,6.3673456e-06,8.231789e-06,1.1665223e-05,3.751736e-06,1.2206651e-05,1.5534608e-05,0.0018637675,6.08882e-06,5.8234323e-06,0.000103676364,1.4964317e-05,8.696272e-06,6.855314e-05,3.946321e-05
판매자,5.7587654e-06,2.9911112e-06,6.35252e-06,7.283189e-06,3.242243e-05,1.1292518e-05,5.6467075e-06,4.662547e-06,6.2433746e-06,6.0856814e-06,7.3869705e-06,1.3423814e-05,9.1125785e-06,5.7126376e-06,0.0019785948,9.6768545e-06,3.6999475e-06,9.511558e-05,6.394307e-06,1.06614225e-05,3.1772352e-06,4.1207873e-06,7.752875e-06,1.08392605e-05,4.844211e-06,2.219382e-05,3.8023652e-05
포럼,0.0006891293,0.00056686735,1.558119e-05,0.0040186513,2.1459553e-05,1.8893172e-05,9.769634e-06,7.5281996e-06,0.002351809,0.0010003889,1.0361631e-05,0.0032461095,2.5265166e-05,3.7730068e-05,1.48701e-05,1.3151893e-05,0.00035229055,4.8136408e-05,7.1354716e-06,1.4456282e-05,0.00012188727,7.1076836e-05,0.0008355711,1.1786065e-05,0.0028135877,2.558762e-05,4.2405085e-05
플러스,6.192764e-06,3.335513e-05,1.0230922e-05,9.478921e-06,1.9245554e-05,0.0023237146,1.419521e-05,0.00023659198,6.045527e-06,6.2846534e-06,7.3779174e-06,1.4950911e-05,0.0044016712,6.288217e-06,7.7765835e-06,1.285483e-05,0.00013467907,9.452545e-05,0.0015069348,1.4108791e-05,4.4833155e-06,4.2616903e-05,2.4314504e-05,5.550536e-05,5.6371364e-06,0.0013845123,3.8372564e-05
하이퍼,2.3118557e-05,1.41028095e-05,3.2430697e-05,0.0026326834,3.142299e-05,1.8331082e-05,6.3302055e-06,0.0049626627,0.00014067811,1.4220002e-05,5.7942478e-05,1.315364e-05,2.280512e-05,2.1547978e-05,0.0012627505,3.3919307e-05,3.882123e-06,0.0015204543,2.2017444e-05,2.3915749e-05,4.9603686e-06,1.3305319e-05,1.2980691e-05,0.00015579425,1.9515124e-05,0.0017186339,4.0368453e-05
학사,4.6789587e-06,7.580141e-05,1.0930403e-05,2.388288e-05,2.8368879e-05,1.1575436e-05,7.2778494e-06,0.00067912095,6.7294995e-06,9.671528e-06,7.662799e-06,1.2151098e-05,1.181254e-05,0.0011019786,9.5690375e-05,9.634759e-06,0.0001696932,3.992425e-06,8.2674e-06,1.13917595e-05,0.00022140813,0.00030173574,7.597849e-06,1.0125087e-05,8.27142e-06,4.5958564e-06,3.8934206e-05
행정,0.0005846286,4.3295186e-06,1.9733776e-05,2.8452496e-05,2.5993522e-05,0.0006503348,9.158226e-06,2.1354073e-05,0.0034579427,0.0034997647,4.811582e-05,1.3682695e-05,3.31371e-05,6.304453e-05,2.3133276e-05,0.00072336115,5.5358664e-06,0.0005397486,8.326451e-06,0.0014040634,5.5087494e-05,0.0020631899,1.1619991e-05,1.866064e-05,4.3468695e-05,3.2372318e-05,0.002076323
협력,0.0017724353,0.0008024701,0.00012747786,0.0019216767,0.008281248,0.0006194285,0.0006033383,0.0019336572,3.461395e-05,0.0015129038,0.00016637846,0.0023087377,0.005628212,0.004290929,0.000713548,3.4640685e-05,0.0002286244,0.0031321272,0.00025215134,0.0015156777,0.0019704988,0.0024411944,0.0005978636,0.00021607731,0.0017725775,0.0054801176,5.1979536e-05
효율,0.001655451,0.00030720717,0.0028795486,0.000839256,0.00015497192,3.034913e-05,3.397916e-05,0.0026651525,0.00014539371,0.0012517147,0.002166685,0.0029037779,0.004892768,0.00026481017,0.0019640734,1.6655518e-05,0.00012294773,0.0016418922,0.0013517768,0.000108155524,1.1109759e-05,1.2905374e-05,2.8101826e-05,0.0004320145,0.0007253393,0.0010196345,4.469428e-05
가속화,0.00018321176,0.00030964063,0.0011330204,0.0003173001,0.00113772,1.2269763e-05,0.00023471315,0.0005951829,6.715975e-06,0.0001972082,5.210773e-05,0.0002727506,0.0005126642,6.0736793e-06,1.2209723e-05,1.0893338e-05,0.000490778,1.8297098e-05,0.00011524907,0.00010780131,8.470991e-06,1.109751e-05,1.1052496e-05,4.1655352e-05,0.00049929705,0.00094320555,4.273201e-05
가짜,0.00038107895,0.0004606287,1.00503785e-05,3.469653e-05,0.0016929228,1.2670451e-05,0.00015553004,0.0004227638,7.876535e-06,7.136083e-06,7.034153e-05,1.3295161e-05,1.5022179e-05,4.925025e-06,1.0237506e-05,0.013832282,4.0116147e-06,9.595232e-05,1.3541703e-05,1.26921095e-05,0.0003190862,0.00024310625,0.00012165569,0.00027950053,6.9624134e-06,4.928526e-06,4.226889e-05
공동체,4.342512e-06,3.3550739e-06,1.0537847e-05,7.816257e-06,0.0010193753,0.00055267016,0.0004788149,4.7043545e-06,9.819378e-06,5.2152e-05,8.9174355e-06,0.00028071908,2.4547173e-05,6.9550274e-06,0.0023185331,9.841712e-06,0.00015572787,4.6499586e-06,7.746571e-06,0.00038139915,0.0023691647,1.665422e-05,1.0789546e-05,0.0007734153,0.0002536193,4.1836693e-06,3.946693e-05
국제적,0.0002183021,9.633452e-05,6.3939824e-06,1.0723631e-05,0.0010378473,1.0692812e-05,5.7828997e-06,4.6976616e-06,6.1746387e-06,6.2623467e-06,0.0005008772,0.00049235614,2.7358165e-05,1.6262853e-05,8.058912e-06,1.48431955e-05,3.7145007e-06,4.3709647e-06,8.108442e-06,1.1059373e-05,3.1785107e-06,0.00020847196,7.2188145e-06,9.777798e-06,4.8133898e-06,2.4183594e-06,3.798794e-05
나라,0.00050938403,0.0017651693,1.1883047e-05,9.63027e-06,0.0010233694,0.00032374478,0.00019626218,5.4367592e-05,0.001002716,0.00038615396,0.00053343695,3.7331734e-05,3.2473945e-05,0.00018460641,9.374548e-06,1.25507e-05,7.462907e-06,0.00042803655,9.462574e-05,0.00045338654,0.00044241353,0.0029176478,4.987213e-05,0.00076019665,0.00025846317,0.0019000525,0.0067030014
대화,0.008863627,0.0024913477,0.0024104558,0.0015425619,0.0025642836,0.0077256104,0.0036258996,0.01093044,0.001024726,0.0005113605,0.0021294605,0.00026018347,0.00033271287,0.00011069536,0.0018797241,8.427601e-05,0.000576727,0.0026139265,0.033582892,0.01473879,0.004669648,0.00017886343,0.0013456723,0.0021827107,0.0035658928,0.012319185,5.9861344e-05
매체,0.00046559566,0.0009043203,1.0380654e-05,0.00058432744,0.0010875321,1.5711026e-05,6.381725e-06,3.0150479e-05,2.2460119e-05,0.00034421487,0.00014964468,1.3572171e-05,1.25331135e-05,1.7008348e-05,1.3449461e-05,6.404876e-05,0.00054527627,0.0005385672,1.062812e-05,1.6040676e-05,0.00023721898,0.00035976377,1.7688062e-05,1.2385106e-05,0.00013408887,2.9437003e-06,0.0015432944
박사,0.00030940803,0.0009344588,1.4658923e-05,0.00068977487,0.0010226725,1.4898795e-05,0.0009846073,0.00026095993,8.695906e-06,1.4855937e-05,0.0009205823,1.8129387e-05,0.0003218866,2.3047689e-05,1.593303e-05,1.09260645e-05,0.00022630731,0.00027090887,0.0006329941,0.00014125374,0.00017298653,0.0006125585,4.0967847e-05,1.4981886e-05,0.0010067174,0.00015094859,0.00423616
방법,0.0015581105,0.0048401845,0.003461641,0.0021461751,0.0035536282,0.0007330875,0.0005952595,0.00022825353,0.0011851061,0.00496241,0.004181048,0.0028074377,0.00029806627,0.003426146,0.00016322116,0.0022895036,0.0032060745,0.0015628606,8.567604e-05,1.9931753e-05,0.004349364,0.0004278886,0.0007340359,0.0017552702,0.00075608585,0.0005468836,7.171334e-05
부정적,4.0124955e-06,0.00040885073,7.4663285e-06,7.900723e-06,0.0015008404,1.1313543e-05,1.2208916e-05,1.1130568e-05,0.0003563271,0.00043961743,0.0011492863,1.2130204e-05,1.2586795e-05,9.537251e-06,8.135582e-06,9.9367e-06,9.548884e-05,4.309081e-06,1.1386781e-05,1.2176305e-05,3.884039e-06,1.6079834e-05,7.860739e-06,2.4521723e-05,0.00012177317,0.000341279,3.8901624e-05
상황,0.0028647857,0.0046571493,0.0022866786,4.6576522e-05,0.003954274,9.899375e-05,0.0024193942,0.002649239,0.002917478,0.0026492006,0.0032614616,8.464855e-05,0.00044224827,0.0006586576,2.1702477e-05,0.00043801736,0.0013051727,0.0028284267,0.00046064993,0.0028862979,0.0034807893,0.0021789768,0.00018469126,0.0015869049,0.0022134148,0.002635859,0.00015716603
선진,3.9549705e-06,0.00020779914,6.4117826e-06,7.82027e-06,0.0014895214,1.0172516e-05,5.7553507e-06,7.262399e-06,6.123222e-06,7.784834e-06,8.659512e-06,1.14568e-05,0.00094524975,5.2909695e-06,7.824278e-06,9.300135e-06,0.00019220896,3.864912e-06,8.093041e-06,1.1056567e-05,9.115744e-05,6.3445764e-06,7.497194e-06,1.0083488e-05,5.480584e-06,2.6677035e-06,3.8712817e-05
소리,5.1576462e-06,0.00025691872,8.059186e-06,0.0003919904,0.0029190592,1.03871125e-05,0.00017130564,9.9736746e-05,6.1181736e-06,0.00015622829,0.00010019884,1.4232459e-05,1.453252e-05,8.409988e-06,1.6195963e-05,9.497654e-06,3.8952107e-06,4.3656223e-06,0.00063503615,1.13218675e-05,7.70189e-05,1.2472788e-05,9.020295e-06,0.00029560804,0.0006969485,0.00085803185,3.8176015e-05
소식,0.00019657704,0.00026421063,6.6457956e-06,7.258726e-06,0.0022173969,1.2056843e-05,0.00020877586,5.5873365e-06,7.0169485e-06,2.7566595e-05,0.00046244997,0.0022731763,1.1658544e-05,1.0702694e-05,8.492275e-06,1.0935588e-05,7.797968e-06,3.818447e-06,2.0046755e-05,0.0005345893,0.00015966577,1.8685654e-05,8.318722e-06,0.0006668489,0.00018649467,0.00023330165,4.9229526e-05
습득,6.7695887e-06,0.00018335161,2.6518695e-05,8.6772154e-05,0.0015097203,3.984831e-05,8.100786e-06,0.00011187459,0.00023945696,5.1590912e-05,0.00044642916,0.0005725146,1.7115413e-05,0.0016285742,1.1186553e-05,9.869476e-06,0.0004951147,1.0347914e-05,0.00024361284,1.5020193e-05,0.00014706838,6.062757e-06,1.5075383e-05,7.904954e-05,0.0011082652,0.0016062403,0.0014859913
