,BERT_Topic_0,BERT_Topic_1,BERT_Topic_2,BERT_Topic_3,BERT_Topic_4,BERT_Topic_5,BERT_Topic_6,BERT_Topic_7,BERT_Topic_8,BERT_Topic_9,BERT_Topic_10,BERT_Topic_11,BERT_Topic_12,BERT_Topic_13,BERT_Topic_14,BERT_Topic_15,BERT_Topic_16
직장,0.34222734,0.37426227,0.27927864,0.26681495,0.25713712,0.29529998,0.22153823,0.32083195,0.36725894,0.29294142,0.2543868,0.28011635,0.29123828,0.2694857,0.20286632,0.25516963,0.1955155
직장인,0.32091716,0.36971396,0.20587072,0.26051572,0.19643885,0.3061472,0.20032445,0.2932344,0.3644297,0.3047979,0.21908295,0.27514112,0.31195748,0.25020468,0.20063956,0.22886696,0.13327216
직장인들,0.44418615,0.47420102,0.32004136,0.44085217,0.3266531,0.35725248,0.27755767,0.41850078,0.4786475,0.43590677,0.28988326,0.3416684,0.42524582,0.3364299,0.32458293,0.36385548,0.2109277
직전,0.4038934,0.4043995,0.33806074,0.4418504,0.33110887,0.31007785,0.28742617,0.41119227,0.41629642,0.3357122,0.29745954,0.30921835,0.33961695,0.29056135,0.30718273,0.3669772,0.2457609
직접적,0.42856228,0.42807722,0.3859818,0.39161766,0.3405155,0.37210783,0.35811296,0.42075476,0.39865875,0.32932574,0.36353064,0.3172812,0.36313313,0.30666012,0.29501384,0.34680316,0.268705
직종,0.41766143,0.41997838,0.36652267,0.3431012,0.31424636,0.3476658,0.3120628,0.39703682,0.46611598,0.33602875,0.3270927,0.32209682,0.3501837,0.3240344,0.25835896,0.34381765,0.2652514
진단,0.22542569,0.20846015,0.18538575,0.20817646,0.16768757,0.12623546,0.24319795,0.18160129,0.20147362,0.23359095,0.18925777,0.17925668,0.14212675,0.1377981,0.06385648,0.18637256,0.13947074
진도,0.44508928,0.42324156,0.35757583,0.5592518,0.3728038,0.28314114,0.2843269,0.4695702,0.4609177,0.39815584,0.28019947,0.30721724,0.42427224,0.30750656,0.41181773,0.41146535,0.2359642
진로,0.48038757,0.44848874,0.37879932,0.62774384,0.40869004,0.3265455,0.2980937,0.51190805,0.504003,0.43502617,0.30009368,0.33840337,0.48894185,0.35776633,0.49136215,0.4502893,0.28088385
진료,0.34415984,0.34049165,0.27082443,0.36216873,0.26028594,0.2422575,0.24909034,0.35296965,0.3268612,0.3520359,0.24642779,0.2596451,0.31650853,0.22514886,0.22442101,0.28745037,0.20150825
진보,0.43987206,0.472457,0.3852633,0.397192,0.3752414,0.31757897,0.3233176,0.38113278,0.43542182,0.42213956,0.35119963,0.37543365,0.32869816,0.31174254,0.28033465,0.39900112,0.21817622
진실,0.35666332,0.36597973,0.2796384,0.36381465,0.2785635,0.22564074,0.27636427,0.36879918,0.3513865,0.28087974,0.24550092,0.24243638,0.31312793,0.20469147,0.2860381,0.30475366,0.13920912
진입,0.3925389,0.39911026,0.31432205,0.4471046,0.36095747,0.27021134,0.23434743,0.38911366,0.41301143,0.32659268,0.26601464,0.33003387,0.3439619,0.29411733,0.31318966,0.36829847,0.20164578
진짜,0.48519817,0.44808906,0.37291443,0.6528591,0.39333075,0.33067465,0.30467844,0.523645,0.51635027,0.43104106,0.29370368,0.32186168,0.5028294,0.35474265,0.51264125,0.4646346,0.26783824
진출,0.44560218,0.46750742,0.3569063,0.474256,0.41557014,0.3363315,0.31386063,0.42623302,0.4446697,0.3790485,0.3452841,0.3869654,0.38954663,0.3211427,0.3578149,0.42585403,0.23866755
진학,0.5116516,0.4212059,0.57187104,0.40285704,0.43318713,0.30643046,0.3740704,0.47708762,0.49770364,0.3196103,0.45952383,0.3928603,0.33520332,0.4502617,0.33591324,0.4055931,0.3819223
진행,0.5062737,0.5173249,0.423464,0.5305597,0.42352247,0.38607654,0.3656672,0.48173863,0.50799876,0.44185913,0.38738227,0.41744596,0.43045002,0.3819283,0.3786847,0.47010994,0.29073575
진화,0.3035044,0.2718279,0.30991292,0.267533,0.29674366,0.2361143,0.22963816,0.27395865,0.27569646,0.17306438,0.32019943,0.19155556,0.20752455,0.20052402,0.16431284,0.26819336,0.22628787
진흥,0.43183675,0.41632354,0.35236633,0.5184956,0.3923043,0.29644918,0.28141576,0.4334748,0.43357238,0.385396,0.29955107,0.32916412,0.3843386,0.30368632,0.37065363,0.41810894,0.24656987
질문,0.3386872,0.35138786,0.30988738,0.29228407,0.3247022,0.19824088,0.22293654,0.3083461,0.2827316,0.24642503,0.29849374,0.28528613,0.22225085,0.22556955,0.18933642,0.3336044,0.19644587
질병,0.1789983,0.17108025,0.1603888,0.18823491,0.15459462,0.06885968,0.07845388,0.14451557,0.14611876,0.2621314,0.1397696,0.11127362,0.10605197,0.10456436,0.051827468,0.16060486,0.070429586
질의,0.4724485,0.45000052,0.3941306,0.49171215,0.3772995,0.37729508,0.44311726,0.43874025,0.44313833,0.4001497,0.3624799,0.31387097,0.40609348,0.31526613,0.31969613,0.38931242,0.29412398
질의응답,0.44626826,0.4545134,0.36964226,0.41220868,0.34439003,0.33630782,0.46725816,0.38394743,0.3955106,0.36493865,0.3455091,0.29263872,0.3561571,0.2634423,0.24471977,0.3401,0.24532087
질환,0.2179347,0.20210627,0.19566196,0.23750368,0.18839176,0.10072715,0.113129586,0.18424955,0.18919465,0.28833124,0.16112088,0.1329147,0.14335649,0.127573,0.09312992,0.1910738,0.09260462
집계,0.3518505,0.34705865,0.3057888,0.32610083,0.3077631,0.30745718,0.24600324,0.28849024,0.31371665,0.32775828,0.3141169,0.29314715,0.26916587,0.28666878,0.1929205,0.26472485,0.18857521
집단,0.34065592,0.354383,0.28060055,0.3262387,0.3387218,0.19116886,0.20324725,0.2901463,0.31800663,0.3703037,0.29177195,0.31847274,0.26674724,0.27490652,0.17295386,0.39171952,0.16961381
집약,0.28945306,0.29559106,0.23680235,0.29731807,0.24453089,0.20729996,0.182563,0.25222057,0.2733434,0.31740302,0.21850672,0.2079559,0.23525795,0.18314767,0.18519476,0.21570314,0.11610998
집중,0.36312804,0.36129856,0.30592662,0.3049774,0.34485054,0.3317971,0.30220252,0.34703165,0.28263265,0.23469967,0.35610014,0.27102885,0.28615952,0.23754048,0.20090806,0.30891758,0.32093495
집행,0.34694302,0.35237685,0.2898463,0.37412137,0.2875803,0.25508228,0.21310754,0.29766315,0.31990135,0.28920087,0.27978763,0.258055,0.25025046,0.23386756,0.19157103,0.35541618,0.18521246
차단,0.26670277,0.28737187,0.21475571,0.31559765,0.19574703,0.20665878,0.13659711,0.27334794,0.2265765,0.22199601,0.18799545,0.20033881,0.24470697,0.17095484,0.20022063,0.24219973,0.1230939
차량,0.1892437,0.21525085,0.09739664,0.21226615,0.23242506,0.13203447,0.13072795,0.18504429,0.15881997,0.19802088,0.14778149,0.29108024,0.19149654,0.068433456,0.14550789,0.18053183,0.09624438
차례,0.43046838,0.413911,0.37439534,0.47465342,0.36324838,0.31209624,0.2986193,0.42647642,0.42140737,0.3541919,0.33009687,0.31989092,0.38119984,0.31681526,0.33611608,0.38203472,0.2685188
차별,0.21587196,0.2045707,0.21406081,0.21307284,0.17907333,0.08974114,0.1304279,0.19973648,0.2183947,0.20054772,0.18796074,0.15789643,0.15576434,0.13040318,0.11455318,0.19520107,0.12924407
차별성,0.28919774,0.28294182,0.2757554,0.26915923,0.23786768,0.15781105,0.2126385,0.25760835,0.27620998,0.26543683,0.25917944,0.19765511,0.21455315,0.17749242,0.14742152,0.247747,0.16306856
차별점,0.40608343,0.40104252,0.35399866,0.4125501,0.36505604,0.2978754,0.31497347,0.37416118,0.3794364,0.35607755,0.34274364,0.29375455,0.32873613,0.27844733,0.24538273,0.35478637,0.25317767
차별화,0.29777855,0.27918297,0.2787448,0.28848737,0.24483913,0.18232936,0.22618783,0.28369573,0.27787936,0.25294816,0.270947,0.19171637,0.25472462,0.18696839,0.17144428,0.25166622,0.2198613
차세대,0.45786762,0.44021213,0.44188347,0.38576773,0.42119128,0.28839868,0.30831006,0.37787563,0.4455745,0.411545,0.4245432,0.37215322,0.29210111,0.3331334,0.25765577,0.42704794,0.25107488
차시,0.4474929,0.4242601,0.36790442,0.5311386,0.38987356,0.31306523,0.30732897,0.45997947,0.44991603,0.39934385,0.319932,0.34299842,0.42907333,0.32523215,0.39119017,0.4135039,0.2737086
차원,0.44484282,0.43849093,0.37910727,0.45417047,0.38060945,0.3446714,0.35497186,0.4212161,0.42651272,0.37437412,0.3575415,0.36715662,0.36603588,0.3259462,0.30337787,0.40638924,0.27499074
차이,0.342203,0.35258025,0.3126375,0.31395733,0.32058316,0.26931906,0.26684752,0.3213945,0.3107419,0.2878462,0.28150168,0.2521391,0.29326186,0.24710688,0.23950078,0.26224726,0.19024506
차지,0.3312206,0.3564074,0.25492305,0.34419948,0.30552164,0.27547935,0.24416958,0.2791223,0.31316048,0.2715576,0.25892192,0.26010913,0.25013804,0.20213291,0.18691266,0.28688347,0.15776035
착수,0.41300544,0.41873446,0.3594995,0.44532186,0.3539587,0.31463918,0.29846573,0.39992294,0.42250553,0.32036316,0.3068649,0.33567443,0.3052333,0.31521755,0.27564624,0.38578677,0.2509716
참가,0.54530585,0.5510223,0.45408756,0.5307909,0.518786,0.38579005,0.35705575,0.49730384,0.53600085,0.47254252,0.4507783,0.46975678,0.44039762,0.41853625,0.3728336,0.5493108,0.3221572
참가자,0.41436744,0.40090048,0.34724438,0.3715778,0.4226131,0.27936414,0.28987762,0.35410166,0.40349674,0.32001904,0.3667224,0.3997324,0.26877344,0.33845365,0.24551786,0.48685408,0.2698822
참가자들,0.44628406,0.4349178,0.37949753,0.3908965,0.44843024,0.28124112,0.3297805,0.38448346,0.43895656,0.36422434,0.38464898,0.4362023,0.29404557,0.3711494,0.2603739,0.51797605,0.27772206
참고,0.4655398,0.4597323,0.3878317,0.5142575,0.3909235,0.3239466,0.3295159,0.46398085,0.4449772,0.39360726,0.33812922,0.33841535,0.40994573,0.32239717,0.3598265,0.41801697,0.25978538
참관,0.44655865,0.44049197,0.35523587,0.51278925,0.37681144,0.28275684,0.2719577,0.4712401,0.48208582,0.4103381,0.29156193,0.37271944,0.42238575,0.33862007,0.36365268,0.41426533,0.22949529
참석,0.52601516,0.52003115,0.42071337,0.5840231,0.47634423,0.35146993,0.33224785,0.5154815,0.52951664,0.4828441,0.38914794,0.45206475,0.4860344,0.41728348,0.44444966,0.51096535,0.30781907
참여,0.48232675,0.4863984,0.41398984,0.42857903,0.49987942,0.35780784,0.30184278,0.41001624,0.45395482,0.40844232,0.4390941,0.47638157,0.34364843,0.3987937,0.29338497,0.51931614,0.3060518
참여자,0.51366884,0.510827,0.42596078,0.44443154,0.526816,0.37170124,0.33281022,0.4442779,0.467726,0.40856534,0.4753588,0.47710246,0.35849753,0.400469,0.28374022,0.55401886,0.34198076
창업,0.38069457,0.43352935,0.29839396,0.29860625,0.32597947,0.3971425,0.24963078,0.28758603,0.38412496,0.29320276,0.31245536,0.3337493,0.23094752,0.26952487,0.18990335,0.3289807,0.18062694
창업자,0.3522915,0.39619118,0.28429377,0.27539212,0.28552294,0.33916104,0.17805357,0.27758372,0.36221498,0.24656585,0.27802816,0.31279552,0.17996654,0.2495783,0.105016686,0.2962322,0.11742437
창의,0.47847307,0.45686334,0.40600187,0.5240207,0.4168435,0.36060858,0.32876652,0.47613388,0.443336,0.40466776,0.3669061,0.37142986,0.40684605,0.36549154,0.34936348,0.41948408,0.31272596
창의력,0.38344252,0.34912452,0.3707407,0.29362065,0.37524313,0.38851774,0.26100308,0.33358115,0.29914373,0.2301664,0.3892621,0.29436556,0.24174815,0.29015434,0.1525384,0.32550046,0.34768656
창의성,0.37090027,0.33149695,0.36231023,0.28697526,0.3622947,0.37360585,0.25318578,0.32601088,0.28869253,0.22712499,0.3738828,0.2803579,0.2380367,0.28509748,0.14638124,0.3095711,0.3470275
창의적,0.37809837,0.3434353,0.34733814,0.32932556,0.382084,0.36243886,0.23525958,0.3375088,0.2992165,0.27461118,0.363796,0.31870747,0.25625214,0.28942376,0.18292315,0.32932556,0.3242619
창작,0.3648016,0.33162284,0.35077882,0.3315093,0.32100588,0.292417,0.22686888,0.37188387,0.3033877,0.23972173,0.33274895,0.27071512,0.25414932,0.24764967,0.16859497,0.29313028,0.26592633
창작물,0.38286033,0.35742688,0.35155517,0.3237871,0.3482244,0.35430005,0.25856742,0.36483672,0.29753178,0.26113635,0.37080324,0.30093676,0.27207327,0.28050154,0.16353792,0.32632232,0.33750957
창작자,0.36123407,0.33689356,0.3262345,0.3039684,0.3042854,0.32558036,0.2125511,0.37330538,0.2965821,0.2295502,0.32752994,0.27802885,0.2664173,0.25268355,0.14181313,0.28088146,0.27522612
창조,0.38343155,0.3579405,0.36586773,0.34699512,0.34058964,0.31889385,0.26058015,0.38133278,0.3277868,0.2633337,0.3625803,0.27841192,0.29063204,0.2530775,0.20540223,0.31398273,0.27875862
창출,0.41512823,0.4160843,0.36779958,0.3934297,0.34618813,0.3404478,0.32341683,0.38045868,0.38502634,0.34983915,0.35411924,0.30790383,0.30161577,0.27352124,0.23847626,0.37006962,0.25389785
채널,0.27450967,0.2998102,0.20410457,0.26054218,0.2596493,0.2722547,0.22602662,0.3683651,0.23184995,0.16860013,0.27743232,0.26510942,0.33321512,0.18354902,0.3000273,0.269248,0.21838598
채용,0.3278357,0.3726163,0.2590336,0.21815833,0.28221098,0.30008638,0.1904244,0.29734913,0.37370998,0.26141214,0.27858767,0.30019608,0.2732425,0.2441389,0.17900431,0.2929348,0.22654036
채점,0.37663993,0.38335717,0.31208953,0.39720523,0.3361679,0.2847162,0.29950178,0.33710122,0.35191578,0.31954944,0.2959199,0.2891047,0.27745646,0.2478584,0.22361037,0.3182991,0.19743046
채택,0.37834507,0.40400624,0.26347545,0.33703113,0.36823314,0.38472876,0.27682728,0.318005,0.3303486,0.25675806,0.3703704,0.26808292,0.3174581,0.2231816,0.19610962,0.34746194,0.34215206
채팅,0.46055487,0.4781531,0.3430295,0.47895706,0.42342043,0.40114915,0.29341608,0.47057343,0.4232382,0.32554,0.41601276,0.39439428,0.52660227,0.36741018,0.49381,0.43362305,0.3358276
책들,0.456976,0.39074785,0.4764582,0.45912653,0.377495,0.2611253,0.31920254,0.46290612,0.4446521,0.27672172,0.34609556,0.29257184,0.37779164,0.39772367,0.35147718,0.37321132,0.31065625
책임,0.35151488,0.3933469,0.2782935,0.2935719,0.27067068,0.2836774,0.22008035,0.2882492,0.31189382,0.3265964,0.2903896,0.28223175,0.27415445,0.21863982,0.13286527,0.26624432,0.15104535
책임감,0.33171454,0.36446002,0.26785997,0.26519212,0.25694755,0.25162113,0.20345303,0.25315934,0.27976918,0.30799198,0.27906674,0.25445232,0.24421613,0.19825706,0.11003316,0.23629427,0.13359004
책임성,0.35969174,0.3924623,0.2909794,0.29346022,0.26828173,0.27603757,0.23994088,0.27900857,0.3091956,0.33026516,0.29984045,0.2750997,0.2724113,0.21633539,0.13342002,0.26474118,0.14900473
챌린지,0.5057673,0.4643305,0.3923362,0.65397865,0.46840447,0.39385828,0.3667568,0.5095994,0.52112603,0.44177657,0.35236734,0.38156813,0.4879432,0.3908856,0.49976477,0.5263488,0.3388251
챗봇,0.5212168,0.49470097,0.3905564,0.5427941,0.5394428,0.5234701,0.30084103,0.5505271,0.42821753,0.3523707,0.5108599,0.3834029,0.5125086,0.38723683,0.42618233,0.4907689,0.4549078
처리,0.46490198,0.4656571,0.38177866,0.47179055,0.3658492,0.42113096,0.3975358,0.45304263,0.42606685,0.35819685,0.3879903,0.36274087,0.43730032,0.34547782,0.34024018,0.41149452,0.31675133
천재,0.3674609,0.3296049,0.3433779,0.2910659,0.3345098,0.33267862,0.3057396,0.36248606,0.33986005,0.23517995,0.31853962,0.3079021,0.25250357,0.26757467,0.16250315,0.279171,0.22692698
철저,0.37478,0.36672112,0.3068829,0.4057741,0.34700727,0.27533492,0.26715904,0.3665383,0.36851597,0.30271912,0.2925895,0.33973336,0.32661295,0.26812986,0.27836692,0.35086286,0.21002421
철학,0.35863626,0.34741074,0.36952114,0.31094426,0.2578959,0.21549949,0.23141487,0.3312772,0.3467147,0.24849778,0.27445975,0.25638106,0.2461012,0.27019557,0.20018801,0.24782497,0.15999423
첨단,0.50616217,0.48392972,0.40655625,0.58930534,0.43215108,0.40101016,0.3767779,0.51162624,0.5136843,0.44850743,0.36979574,0.370161,0.48192662,0.38074535,0.43305132,0.4696592,0.31735617
첨삭,0.44617158,0.40907395,0.36331576,0.5719035,0.38687462,0.30776918,0.28757912,0.47286737,0.44773996,0.3949613,0.29880735,0.30187654,0.44355774,0.32769263,0.4288503,0.4037745,0.28513557
첫걸음,0.2898808,0.30841103,0.2521352,0.30586886,0.23429188,0.23601788,0.1704284,0.29032427,0.3106206,0.22546354,0.21638104,0.23600292,0.17582266,0.2161313,0.113196,0.2491463,0.18688112
첫선,0.33440638,0.35449895,0.29534483,0.3449614,0.2929277,0.23715499,0.24237838,0.32191563,0.35474747,0.2677724,0.2487978,0.26205933,0.20310962,0.22646667,0.13456684,0.30584028,0.19727026
청구,0.42916164,0.41414154,0.35352302,0.50527173,0.38550115,0.28991282,0.27807373,0.44106066,0.4240984,0.38062117,0.30564636,0.32770678,0.40180686,0.3064472,0.35829526,0.39201868,0.25564954
청년,0.36111617,0.26675117,0.33674592,0.42463577,0.3787164,0.22538659,0.18079117,0.33758104,0.33886412,0.23513608,0.31350318,0.23804256,0.23559585,0.26376712,0.27872688,0.35633233,0.25554335
청년들,0.47308636,0.36873192,0.4557042,0.48716575,0.485924,0.29041576,0.27920237,0.40955114,0.43503684,0.33441192,0.42956233,0.3055377,0.3095819,0.3506363,0.354872,0.48683664,0.3421611
청사진,0.3403157,0.3206541,0.25631687,0.34132764,0.2658912,0.2500394,0.21447924,0.36046475,0.28424668,0.26832438,0.2915657,0.28073192,0.308855,0.2575351,0.2347171,0.31660664,0.31786665
청소년,0.41657406,0.291421,0.43885398,0.39237487,0.45129526,0.25869808,0.25942427,0.32734686,0.38212937,0.25712427,0.4269638,0.25900587,0.22990134,0.30458617,0.29741117,0.43115658,0.339561
청소년들,0.4444639,0.32176447,0.46427763,0.40856308,0.47210902,0.26461595,0.27270174,0.351883,0.40531597,0.29038155,0.44734663,0.2859249,0.25184807,0.33561614,0.31754827,0.46821052,0.34975493
체감,0.3938197,0.37565643,0.33396468,0.42785555,0.360379,0.25201076,0.26753783,0.36564356,0.37413135,0.34300843,0.29628015,0.27319306,0.29757196,0.25997713,0.2575819,0.34575474,0.215525
체결,0.36113593,0.39579296,0.2517377,0.39420235,0.31989,0.29276207,0.22139846,0.35111004,0.398157,0.33539155,0.24310943,0.32075143,0.40288427,0.26628003,0.30962166,0.33856267,0.19761819
체계,0.35152197,0.38167644,0.3009621,0.27051288,0.3063364,0.38814372,0.325331,0.3033461,0.27266443,0.26409754,0.3533409,0.28809416,0.30694145,0.2824722,0.1602552,0.25357172,0.24144076
체계적,0.43038976,0.4557199,0.38567555,0.33435267,0.35415614,0.4448297,0.4183572,0.35732198,0.38170376,0.35586083,0.435799,0.34935358,0.34691542,0.35531044,0.19588296,0.33859235,0.3045612
체류,0.42846197,0.43619078,0.35600352,0.43595594,0.37890816,0.32311833,0.28896594,0.40560997,0.40105104,0.36123404,0.3411951,0.33673918,0.3492317,0.299478,0.27182388,0.3784498,0.22975007
체육,0.24924259,0.18465629,0.2313748,0.2314547,0.3011003,0.20922816,0.23560396,0.1957587,0.26740903,0.16862175,0.23177126,0.21206662,0.12959228,0.19157445,0.180816,0.32825637,0.21316513
체제,0.33668363,0.35681015,0.27581006,0.28340548,0.3056708,0.37204382,0.3002144,0.31822592,0.2750392,0.23497722,0.31307644,0.27549797,0.3199004,0.26615107,0.1908823,0.24824318,0.23093039
체크,0.20867819,0.20345955,0.14634539,0.2339907,0.16229346,0.15069187,0.2622789,0.1860353,0.1908823,0.1919319,0.1372807,0.11508547,0.19979456,0.07320831,0.13869101,0.1787754,0.102787375
체험,0.47957787,0.44544578,0.42805445,0.4349921,0.5101774,0.34868914,0.33953303,0.43821,0.42058408,0.3652594,0.4326144,0.445183,0.33507237,0.37572455,0.32063928,0.45430958,0.32367632
체험공간,0.4604519,0.4375491,0.3931749,0.3580529,0.5758406,0.3912619,0.30559757,0.4305316,0.37362853,0.31584406,0.46811497,0.57417536,0.3221328,0.44054362,0.33207726,0.489663,0.35284808
체험관,0.5515584,0.52208763,0.44140056,0.6101873,0.5331625,0.40486583,0.361871,0.5480116,0.5329294,0.47560257,0.42320526,0.4980838,0.4840766,0.43958616,0.45819032,0.547332,0.3456685
체험존,0.5490173,0.521184,0.4394178,0.6007981,0.55823046,0.4065615,0.37663797,0.53043365,0.52041435,0.4824217,0.4352742,0.5070803,0.46983075,0.42544454,0.46271086,0.55714023,0.34337512
체험학습,0.533195,0.4449402,0.54767907,0.39704114,0.59166265,0.41984624,0.38481057,0.4875543,0.4609605,0.28774744,0.5636625,0.49571037,0.3385076,0.49389547,0.36532122,0.49924517,0.4970663
초개인화,0.4915654,0.47239333,0.43595073,0.45630592,0.4512813,0.43456483,0.34995884,0.48922342,0.43400216,0.35484093,0.4445436,0.3423838,0.40642548,0.3452931,0.30375275,0.4231511,0.35265934
초거대,0.4027959,0.38524497,0.3110925,0.5095372,0.35761148,0.30797476,0.31137636,0.43086624,0.42390352,0.36508584,0.26430172,0.30269963,0.3803817,0.2857126,0.35405508,0.38665813,0.22156289
초기,0.42531812,0.40345615,0.37587032,0.49903613,0.3629306,0.28712976,0.2868256,0.4286746,0.4394629,0.35282362,0.30686685,0.30696267,0.34480944,0.311376,0.33263043,0.39022183,0.2618095
초대,0.45791745,0.45774823,0.3858288,0.4755268,0.45967758,0.2915296,0.1952185,0.43608066,0.4830994,0.3994881,0.35612562,0.4917718,0.36677828,0.39015654,0.35088515,0.47325075,0.245713
초등,0.5182555,0.36984676,0.6240771,0.4781586,0.5150013,0.2968025,0.3378682,0.4318887,0.49643385,0.3580405,0.49458796,0.40018034,0.3187373,0.49660474,0.3817431,0.4360538,0.44593635
초등학교,0.4411522,0.27086514,0.6026619,0.389152,0.44481623,0.19541478,0.26333594,0.3278079,0.43559563,0.31665814,0.4280546,0.37023145,0.21372962,0.49022526,0.3088755,0.3533073,0.38042456
초등학생,0.52847505,0.34863657,0.64499056,0.47162032,0.522737,0.2607717,0.3119594,0.44399387,0.52294976,0.32020682,0.49681017,0.38732478,0.29289556,0.50640786,0.3935739,0.4503743,0.4571943
초래,0.48678416,0.4530962,0.40940815,0.62249386,0.40227115,0.3198148,0.3252233,0.5237587,0.5033392,0.47447228,0.31129354,0.3347153,0.50484455,0.37321252,0.50401306,0.43819332,0.2968465
